efficacy,code,name,resource,composition,efficacy.1,indications,alias
补益方-补阴,600740375,猪肤汤,《伤寒论》,猪皮，米粉，蜂蜜,滋阴润燥，和中止痛,少阴热化，津液下泄，虚火上炎；症见少阴病下利，咽痛胸满，心烦者,组成“米粉”代用原方组成“白粉”
补益方-补阴,600740382,滋阴至宝汤,《万病回春》,酒当归，白术，酒白芍，茯苓，陈皮，知母，川贝母，香附，地骨皮，麦冬，薄荷，酒柴胡，甘草，煨姜,健脾胃，补心肺，退潮热，除骨蒸，止咳、止盗汗,妇人诸虚百损，五劳七伤，经脉不调，肢体赢瘦,
补益方-补阴,600740399,滋阴降火汤,《万病回春》,酒当归，酒白芍，地黄，熟地黄，天冬，麦冬，白术，陈皮，黄柏，知母，炙甘草,滋阴降火,阴虚火动，发热咳嗽，吐痰喘急，盗汗口干,
补益方-补阴,600740405,斑龙丸,《医学正传》引《青囊集方》,鹿胶珠，鹿角霜，酒菟丝子饼，柏子仁，熟地黄，茯苓，补骨脂,滋肾填精，益气养血，升固奇经，通补督脉,虚劳肾虚，真阴亏损，精气不足，遗精滑精，阳痿腰痛，盗汗耳鸣，体倦心烦,
补益方-补阴,600740412,柴胡四物汤,《素问病机气宜保命集》,川芎，熟地黄，当归，白芍，柴胡，人参，黄芩片，甘草，法半夏，六神曲,滋阴清热，疏气和血,妇人虚劳日久，血虚阴亏，微有寒热；经行感冒，热入血室；经枯发热，妊娠吐衄。日久劳虚，脉沉而浮。午后或夜分发热。三阴经温疟或夜发者，脉虚弦数者。妊娠忧虑惊怒伤其脏腑，气干于上，血随溢而心闷，胸满久不已，必致堕胎,
补益方-补阴,600740429,单鹿茸汤,《济众新编》,鹿茸片,补肾填精,气血虚而难产,
补益方-补阴,600740436,古庵心肾丸,《丹溪心法附余》,熟地黄，地，黄山药，茯神，酒萸肉，枸杞子，醋龟甲，牛膝，鹿茸片，酒当归，泽泻，黄柏，朱砂粉，黄连片，甘草，牡丹皮,滋阴降火，补养心肾,肾水亏乏，心火上炎，发白无子及惊悸怔忡，遗精盗汗，目暗耳鸣，腰痛足痿,
补益方-补阴,600740443,琼玉膏,《洪氏集验方》引铁瓮先生方,人参，地黄，茯苓，蜂蜜,滋阴润肺，益气补脾,肺痨。症见干咳少痰，咽燥咯血，肌肉消瘦，气短乏力，舌红少苔，脉细数,与“生地黄膏”(《仁斋直指方论》)为异名同方
补益方-补阴,600740450,生津养血汤,《古今医鉴》,当归，川芎，白芍，地黄，知母，黄柏，麦冬，石莲子，天花粉，黄连片，乌梅，薄荷，炙甘草,生津养血，清热止渴,阴虚火盛型消渴病。证见烦躁不安，口中干渴，引饮无度，食欲旺盛，小便较多，大便干结，舌红苔薄，脉弦滑,
补益方-补阴,600740467,双补丸,《是斋百一选方》引史载之方,熟地黄，菟丝子,平补精血,下部弱，肾水冷,
补益方-补阴,600740474,增益归茸丸,《世医得效方》,熟地黄，鹿茸片，五味子，山药，山萸肉，炮附片，酒川牛膝，茯苓，牡丹皮，泽泻，当归，黄连片,滋养肝肾，益心养血、利足实肌,肾虚者,与“归茸丸”(《寿世保元》)为异名同方
补益方-补阴,600740481,万金散,《医方类聚》引《叶氏录验方》,续断片，盐杜仲，防风，酒牛膝，细辛，茯苓，人参，桂枝，当归，炙甘草，川芎，独活，秦艽，熟地黄,祛风通络，滋补肝肾，调营和卫，健脾益气,感中风邪，腰膝沉重，脚弱无力,"与""万金汤""(《世医得效方》)为异名同方"
补益方-补阳,600750015,肾气丸,《金匮要略》,地，黄山药，山萸肉，牡丹皮，泽泻，茯苓，桂枝，炮附片,补肾助阳,肾气不足证。腰酸脚软，肢体畏寒，少腹拘急，小便不利或频数，舌质淡胖，尺脉沉细，及痰饮喘咳，水肿脚气，消渴久泄，现用于糖尿病，甲状腺功能低下，慢性肾炎，肾上腺皮质功能减退及支气管哮喘等属于肾气不足；舌淡脉虚弱，尺沉细,又名：八味肾气丸、崔氏八味丸。与“金匮肾气丸”(《内科摘要》)、“桂附八味丸”(《医方集解》)、“桂附地黄丸”(《医宗金鉴》)、“八味地黄丸”(《陈氏小儿痘疹方论》)为异名同方
补益方-补阳,600750022,右归丸,《景岳全书》,熟地黄，麸炒山药，炒山萸肉，炒枸杞子，盐菟丝子，鹿胶珠，肉桂，姜杜仲，当归，炮附片,温补肾阳，填精益髓,肾阳不足，命门火衰证。神疲气怯，畏寒肢冷，阳痿遗精，不能生育，腰膝酸软，小便自遗，肢节痹痛，周身浮肿，或火不能生土，脾胃虚寒，饮食少进，或呕恶膨胀，或翻胃噎膈，或脐腹多痛，或大便不实，泻痢频作；舌淡苔白，脉沉迟,
补益方-补阳,600750039,济生肾气丸,《重订严氏济生方》,熟地黄，炒山药，山萸肉，茯苓，泽泻，牡丹皮，肉桂，川牛膝，车前子，炮附片,温补脾肾，行气利水,肾阳不足，腰重脚肿，小便不利，腰酸肢冷,"原名：加味肾气丸；方名见“济生肾气丸”(《张氏医通》)。与""资生肾气丸”(《医宗金鉴》)、""牛车肾气丸”为异名同方"
补益方-补阳,600750053,十补丸,《重订严氏济生方》,熟地黄，炒山药，山萸肉，泽泻，茯苓，牡丹皮，肉桂，五味子，炮附片，鹿茸片,补肾阳，益精血,肾阳虚损，精血不足证。肾脏虚弱，面色黧黑，足冷足肿，耳鸣耳聋，肢体羸瘦，足膝软弱，小便不利，腰脊疼痛,
补益方-补阳,600750060,青娥丸,《太平惠民和剂局方》,核桃仁，补骨脂，姜杜仲，大蒜,温肾暖腰，益精养血,肾虚腰痛，腰酸如折，俯仰不利，转侧艰难；舌胖嫩苔薄白，脉沉细,
补益方-补阳,600750084,七福饮,《景岳全书》,熟地黄，当归，人参，麸炒白术，炙甘草，制远志，酸枣仁,收复神气，安神魂，敛心气,气血俱虚而心脾为甚者,
补益方-补阳,600750091,右归饮,《景岳全书》,熟地黄，炒山药，枸杞子，山萸肉，炙甘草，姜杜仲，肉桂，炮附片,温补肾阳，填精补血,肾阳不足证。阳衰阴胜，腰膝酸痛，神疲乏力，畏寒肢冷，咳喘，泄泻，脉弱，以及产妇虚火不归元而发热者,
补益方-补阳,600750107,内补丸,《女科切要》,鹿茸片，菟丝子，沙苑子，黄芪，肉桂，桑螵蛸，肉苁蓉片，炮附片，蒺藜，紫菀，茯神,补肾固任，收涩止带,肾阳衰微，白带清稀量多，腰酸如折，小腹冷感，小便频数清长，黎明泄泻，形寒怯冷，舌淡嫩苔薄白，脉沉迟,
补益方-补阳,600750114,补肾地黄丸,《活幼心书》,熟地黄，泽泻，牡丹皮，酒萸肉，川牛膝，山药，鹿茸片，茯苓,补肾益髓,肾气亏损，脑髓不足之小儿解颅，形体瘦弱，目多白睛，满面愁烦,
补益方-补阳,600750121,补肾壮筋汤,《伤科补要》,熟地黄，当归，牛膝，山萸肉，茯苓，续断片，杜仲，白芍，五加皮，青皮,补肾，壮筋,肾经虚损，下颏关节经常脱位,
补益方-补阳,600750138,补肾安胎饮,《中医妇科治疗学》,人参，白术，杜仲，续断片，狗脊，益智仁，阿胶珠，艾叶，菟丝子，补骨脂,固肾安胎,肾虚胎动不安证。四肢不温，面如积尘，尿频或失禁；舌质淡，脉沉细，两尺尤弱,
补益方-补阳,600750145,调肝汤,《傅青主女科》,当归，酒白芍，山萸肉，阿胶珠，盐巴戟天，甘草，炒山药,滋补肾阴，平调肝气,妇人肾阴不足，肝气不舒，行经后少腹疼痛,
补益方-补阳,600750152,无比山药丸,《备急千金要方》,山药，肉苁蓉片，五味子，菟丝子，杜仲，牛膝，泽泻，地黄，山萸肉，茯神，巴戟天，赤石脂,温肾益精，补肾固涩,脾肾亏虚所致腰腿无力，梦遗滑精，遗尿，耳鸣，目暗，盗汗等,"原名：无比薯蓣丸；方名见""无比山药丸""(《太平惠民和剂局方》)"
补益方-补阳,600750169,四味回阳饮,《景岳全书》,人参，炮附片，炮姜，炙甘草,益气，回阳，救脱,元阳元气衰微欲脱证。四肢厥冷，面色苍白，呼吸急促，汗出；舌淡苔白，脉微欲绝,
补益方-补阳,600750176,温肾丸,《医学入门》,巴戟天，当归，菟丝子，鹿茸片，益智仁，杜仲，地黄，茯神，山药，远志，蛇床子，续断片，山萸肉，熟地黄,温肾助阳，益精种子,妇女肾阳不足，精血亏虚，婚久不孕，月经量少，性欲淡漠，带下清稀；舌质淡苔薄，脉沉迟,
补益方-补阳,600750183,毓麟珠,《景岳全书》,人参，土炒白术，茯苓，当归，炙甘草，酒白芍，川芎，熟地黄，盐菟丝子，酒杜仲，鹿角霜，花椒,补益气血，温养肝肾，强固冲任，调经助孕,妇人气血不足，肝肾两虚，月经不调，或后错色淡，或量少腹痛，或淋沥不断，腰膝酸软，小腹冷痛，性欲减退，身体瘦弱，久不受孕等,
补益方-补阳,600750190,二仙汤,《妇产科学》,仙茅，淫羊藿，巴戟天，当归，黄柏，知母,温肾阳，补肾精，泻肾火，调冲任,妇女月经将绝未绝。周期或前或后，经量或多或少，头眩耳鸣，腰酸乏力，两足欠温，时或怕冷，时或轰热，舌质淡，脉沉细者。现用于妇女更年期综合征、高血压、闭经，以及其他慢性疾病见有肾阴、肾阳不足而虚火上炎者,
补益方-补阳,600750206,壮筋续骨丹,《伤科大成》,当归，川芎，白芍，熟地黄，杜仲，续断片，五加皮，骨碎补，桂枝，三七粉，黄芪，狗骨，补骨脂，菟丝子，党参片，木瓜，北刘寄奴，土鳖虫,补肝肾，强筋骨,骨折、脱位、伤筋后期，筋骨软弱无力,组成“狗骨”代用原方组成“虎骨”
补益方-补阳,600750213,补肾明目丸,《银海精微》,川芎，当归，熟地黄，菊花，山药，知母，石菖蒲，黄柏，大青盐，远志，蒺藜，巴戟天，五味子，白芍，桑螵蛸，芜，蔚，子，菟丝子，青箱子，密蒙花，枸杞子，肉苁蓉片，石决明,滋补肝肾,诸内障，欲变五风，变化视物不明,
补益方-补阳,600750220,补肾活血汤,《伤科大成》,熟地黄，杜仲，枸杞子，补骨脂，没药，菟丝子，当归尾，山萸肉，红花，独活，肉苁蓉片,补肾益精，活血化瘀,肾受外伤，两耳立聋，额黑，面浮白光，常如哭状，肿如弓形,
补益方-补阳,600750237,养荣壮肾汤,《傅青主女科》,当归，防风，独活，肉桂，杜仲，续断片，桑寄生,温阳补肾，和络养血,产后感受风寒，腰痛不可转侧,
补益方-补阳,600750244,益肾调经汤,《中医妇科治疗学》,杜仲，续断片，熟地黄，当归，炒白芍，干益母草，艾叶炭，巴戟天，乌药,温肾调经,妇女肾虚，经来色淡而多，经后腹痛腰酸，肢软无力，脉沉弦无力,
补益方-补阳,600750251,温胞饮,《傅青主女科》,菟丝子，巴戟天，补骨脂，肉桂，附片，人参，白术，芡实，山药，杜仲,SAC温补肾阳，养精益气,妇女宫寒不孕，月经后期，小腹冰冷,与“温胞散”(《辨证录》)为异名同方
补益方-补阳,600750268,桂枝甘草汤,《伤寒论》,桂枝，炙甘草,补心气，温心阳,治发汗过多，其人叉手自冒，心下悸，欲得按者,
补益方-补阳,600750275,桂枝去芍药加蜀漆牡蛎龙骨救逆汤,《伤寒论》,桂枝，炙甘草，生姜，牡蛎，龙骨，大枣，蜀漆,温通心阳，镇惊安神，祛痰化浊,太阳病火攻误治亡心阳。神明散乱，惊悸狂躁、坐卧不安,与“桂枝救逆汤”(《金匮要略》)为异名同方
补益方-补阳,600750282,獭肝散,《肘后备急方》,獭肝,驱阴邪而镇肝魂，杀虫止咳,冷劳。症见形寒，神疲体瘦，食少潮热，女子月经不调，音哑。也治久咳，自汗，乏力,
补益方-补阳,600750299,磁石羊肾丸,《类编朱氏集验医方》,煅磁石，花椒，石，枣，防风，白术，茯苓，细辛，山药，川芎，远志，制川乌，木香，当归，炒菟丝子，黄芪，鹿茸片，肉桂，熟地，黄石，莒，蒲,温阳益气，补肾益聪,风虚不爽，时有重听，或有风痹之状,
补益方-补阳,600750305,茸附汤,《医方类聚》引《济生续方》,鹿茸片，炮附片,温肾壮阳，养血填精,精血俱虚，荣卫耗损，潮热自汗，怔忡惊悸，肢体倦乏，但是一切虚弱之证,
补益方-阴阳双补,600760014,地黄饮子,《圣济总录》,熟地黄，巴戟天，山萸肉，干石斛，酒苁蓉，炮附片，干石斛，炒五味子，肉桂，茯苓，麦冬，石菖蒲，远志，生姜，大枣,滋肾阴，补肾阳，开窍化痰,下元虚衰，痰浊上泛之喑痱证,原名：地黄饮；方名见“地黄饮子”(《黄帝素问宣明论方》)
补益方-阴阳双补,600760021,龟鹿二仙胶,《医便》,鹿角，龟甲，人参，枸杞子,滋阴填精，益气壮阳,男、妇真元虚损，久不孕育；精极，梦泄遗精，瘦削少气，目视不明,与“龟鹿二仙膏”(《摄生秘剖》)、“二仙胶”(《杂病源流犀烛》)为异名同方
补益方-阴阳双补,600760038,补天大造丸,《医学心悟》,人参，土炒白术，酒当归，炒酸枣仁，炙黄芪，制远志，酒白芍，乳山药，乳茯苓，酒蒸枸杞，紫河车，龟甲胶，鹿角胶，熟地黄,补五脏虚损,五脏虚损。症见气短乏力，食少神疲，心悸失眠，腰膝酸软，头晕目眩,
补益方-阴阳双补,600760045,七宝美髯丹,《本草纲目》引邵应节方,制何首乌，茯苓，牛膝，酒当归，枸杞子，菟丝子，黑芝麻拌炒补骨脂,补益肝肾，乌发壮骨,肝肾不足证，须发早白，齿牙动摇，梦遗滑精，崩漏带下，肾虚不育，腰膝酸软,
补益方-阴阳双补,600760052,五子衍宗丸,《摄生众妙方》,枸杞子，酒菟丝子饼，覆盆子，五味子，车前子,补肾益精,肾虚精亏所致的阳痿不育、遗精早泄、腰痛、尿后余沥,
补益方-阴阳双补,600760069,健步虎潜丸,《伤科补要》,龟胶珠，鹿胶珠，炙狗骨，制何首乌，酒川牛膝，姜杜仲，锁阳，威灵仙，当归，盐黄柏，人参，羌活，炒白芍，土炒白术，熟地黄，附片，生姜，黄连片，甘草,滋补肝肾，接骨续筋,跌打损伤，血虚气弱，腰胯膝腿疼痛，筋骨酸软无力，步履艰难,组成“炙狗骨”代用原方组成“炙虎骨”
补益方-阴阳双补,600760076,芍药甘草附子汤,《伤寒论》,白芍，炙甘草，炮附片,扶阳益阴,阴虚阳损之筋急证。症见恶寒肢冷，咽干烦躁，脚挛急，脉沉弱，舌淡少津,与“芍药附子甘草汤”(《医方类聚》引《伤寒指掌图》)为异名同方
补益方-阴阳双补,600760083,理阴煎,《景岳全书》,熟地黄，当归，炙甘草，干姜，肉桂,益肾健脾，活血调经,阳气虚弱，痰饮内停；胀满呕哕，恶心吐泻；腹中疼痛，妇人经迟血滞,与“理营煎”(《仙拈集》)为异名同方
补益方-阴阳双补,600760090,镇阴煎,《景岳全书》,熟地黄，牛膝，炙甘草，泽泻，肉桂，炮附片,滋阴温阳，引火归阳,阴虚于下，格阳于上，真阳失守，则血随而溢，以致大吐大衄，六脉细脱，手足厥冷，危在倾刻，血不能止者,
补益方-阴阳双补,600760106,究原心肾丸,《医方大成》引《究原方》,牛膝，熟地黄，酒苁蓉，鹿茸片，炮附片，五味子，人参，远志，炙黄芪，茯神，炒山药，酒当归，煅龙骨，酒菟丝子饼,交通心肾，养心安神，温阳补气,水火不既济，恍惚多忘，心忪盗汗，夜梦惊恐，目暗耳鸣，悲忧不乐，腰膝缓弱，四肢酸疼，小便数而赤浊，精滑梦遗,原名：心肾丸；方名见“究原心肾丸”(《东医宝鉴》)
补益方-阴阳双补,600760113,橘皮煎丸,《太平惠民和剂局方》,当归，粉草薛，姜厚朴，酒苁蓉，肉桂，炮附片，巴戟天，阳起石，酒牛膝，杜仲，吴茱萸，鹿茸片，炮姜，酒菟丝子饼，三棱，炙甘草，陈皮,补肾阳，益精血，强筋骨,久虚积冷，心腹疼痛，呕吐痰水，饮食减少，胁肋虚满，脐腹弦急，大肠虚滑，小便利数，肌肤瘦悴，面色萎黄，肢体怠惰，腰膝缓弱，及疾癖积聚，上气咳嗽，久疟久痢,
固涩方-固表止汗,600810016,牡蛎散,《太平惠民和剂局方》,黄芪，麻黄根，煅牡蛎，浮小麦,敛阴止汗，益气固表,体虚卫阳不固证。症见体常自汗，夜卧尤甚，久而不止，心悸惊惕，短气烦倦；舌质淡红，脉细弱,与“麦煎散”(《卫生宝鉴》)为异名同方
固涩方-敛肺止咳,600820015,九仙散,《卫生宝鉴》,人参，款冬花，桑白皮，桔梗，阿胶，五味子，乌梅肉，川贝母，蜜罂粟壳,敛肺止咳，益气养阴,久嗽肺虚证。咳甚则气喘自汗，脉虚数,
固涩方-涩肠固脱,600830014,真人养脏汤,《太平惠民和剂局方》,人参，当归，白术，麸煨肉豆蔻，肉桂，炙甘草，白芍，木香，诃子，蜜罂粟壳,涩肠固脱，温补脾肾,久泻久痢，脾肾虚寒证。泻痢日久，脾肾虚寒，日夜无度，腹痛喜温喜按，倦怠食少，及脱肛坠下；舌淡苔白，脉迟细,原名：纯阳真人养脏汤；方名见“真人养脏汤”(《普济方》)。与“养脏汤”(《杏苑生春》)为异名同方
固涩方-涩肠固脱,600830021,四神丸,《内科摘要》,肉豆蔻，补骨脂，五味子，吴茱萸,温肾暖脾，固肠止泻,脾肾阳虚之肾泄证。脾肾虚寒，大便不实，饮食不思，或食而不化，或腹痛，神疲乏力；舌淡苔薄白，脉沉迟无力,
固涩方-涩肠固脱,600830038,桃花汤,《伤寒论》,赤石脂，干姜，粳米,温中涩肠止痢,虚寒血痢证。久痢不愈，便脓血，色黯不鲜，腹痛喜温喜按，舌质淡苔白，脉迟弱，或微细，现用于痢疾后期，伤寒肠出血，慢性肠炎，溃疡病，带下等属于脾肾阳虚者；舌淡苔白，脉迟弱或微细,与“三物桃花汤”(《杏苑生春》)为异名同方
固涩方-涩肠固脱,600830045,驻车丸,《外台秘要》引《延年秘录》,黄连片，阿胶，当归，干姜,清热，滋阴，止痢,久痢伤阴，赤痢腹痛，里急后重，形体消瘦，颧红盗汗，舌红少苔，脉细数,与“小连丸”(《幼科类萃》)、“小驻车丸”(《医学入门》)为异名同方
固涩方-涩肠固脱,600830052,赤石脂丸,《类证活人书》,黄连片，当归，赤石脂，炮姜,温中涩肠,伤寒热痢，水谷痢，积久不愈，下肠垢,
固涩方-涩肠固脱,600830069,赤石脂禹余粮汤,《伤寒论》,赤石脂，禹余粮,涩肠止泻,伤寒误下，下焦滑脱不固。见下利不止，滑脱不禁，脉沉细无力,
固涩方-涩肠固脱,600830076,烧针丸,《古今医鉴》,铅丹，朱砂粉，枯矾,涩肠止泻,小儿吐泻；小儿内伤乳食，吐泻不止，危甚者；吐乳壅塞；烦躁作渴，便黄腥臭，属热症者；脾胃虚弱，呕吐恶心，精神疲倦,
固涩方-涩肠固脱,600830083,八柱汤,《万病回春》,人参，白术，麸煨肉豆蔻，干姜，煨诃子肉，煨附子，蜜罂粟壳，炙甘草,温阳散寒，补气健脾，涩肠止泻,肠胃虚寒，滑泻不禁,与“八柱散”(《寿世保元》)为异名同方
固涩方-涩精止遗,600840013,桑螵蛸散,《本草衍义》,桑螵蛸，远志，石，莒，蒲，人参，茯神，当归，龙骨，醋龟甲,调补心肾，涩精止遗,心肾两虚证。小便频数，如稠米泔，心神恍惚，健忘食少，或溺后遗沥不尽，或睡中遗尿，或梦遗失精；舌淡苔白，脉细弱者,
固涩方-涩精止遗,600840020,补肾固冲丸,《古今名方》引罗元恺方,菟丝子，续断片，白术，鹿角霜，巴戟天，枸杞子，熟地黄，砂仁，杜仲，当归，阿胶，党参片，大枣,补肾健脾，固冲安胎,脾肾亏虚之胎动不安，滑胎等,
固涩方-涩精止遗,600840037,缩泉丸,《魏氏家藏方》,乌药，盐益智仁，山药,温肾祛寒，缩尿止遗,膀胱虚寒证。下焦虚寒、小便频数及小儿遗尿症；舌淡，脉沉弱,"原名：固真丹；方名见""缩泉丸""(《校注妇人良方》)。与“三仙丸”(《世医得效方》)为异名同方"
固涩方-涩精止遗,600840044,金锁固精丸,《医方集解》,沙苑子，芡实，莲须，煅龙骨，煅牡蛎,补肾涩精,肾虚精关不固之遗精，遗精滑泄，腰酸耳鸣，四肢乏力；舌淡苔白，脉细弱,
固涩方-涩精止遗,600840051,桂枝加龙骨牡蛎汤,《金匮要略》,桂枝，白芍，生姜，甘草，龙骨，牡蛎，大枣,调和阴阳，交通心肾，潜阳固涩,心肾不交失精证。男子遗精，女子梦交，脉虚花而迟，可伴见盗汗虚热，脱发，目眶痛，少腹急痛等,
固涩方-涩精止遗,600840068,天雄散,《金匮要略》,炮附片，白术，桂枝，龙骨,助肾阳益脾气，固精止遗,脾肾阳虚失精证。阳痿不举，遗精早泄，女子梦交，腰膝冷弱，尺脉弱小者,组成“炮附片”代用原方“炮天雄”
固涩方-涩精止遗,600840075,黄连清心饮,《古今医鉴》,黄连片，地黄，酒当归，炙甘草，茯神，酸枣仁，远志，人参，石莲子,清心安神，交通心肾，固精止遗,白淫，遗精，精滑,原名：黄连清心汤；方名见“黄连清心饮”(《增补内经拾遗方论》)
固涩方-涩精止遗,600840082,鸡肠散,《仁斋直指小儿方论》,鸡，肠，牡蛎，茯苓，桑螵蛸，肉桂，龙骨，生姜，大枣,温补肾阳，固涩止遗,小儿遗尿，肾与膀胱俱虚而挟冷所致者,
固涩方-涩精止遗,600840099,秘元煎,《景岳全书》,远志，炒山药，炒芡实，炒酸枣仁，麸炒白术，茯苓，炙甘草，人参，五味子，金，楼子，肉,益气养心，健脾固涩,久遗滑精，带下白浊，神疲乏力，健忘，心神恍惚，舌淡苔白，脉细弱,与“秘元汤”(《罗氏会约医镜》)为异名同方
固涩方-固崩止带,600850012,固冲汤,《医学衷中参西录》,麸炒白术，黄芪，煅龙骨，煅牡蛎，山萸肉，白芍，海螵蛸，茜草，棕榈炭，五倍子,健脾益气，固冲涩血,脾虚冲脉不固之崩漏下血。血崩或月经过多，色淡质稀，面色皓白，心悸气短，腰膝酸软，四肢乏力；舌淡，脉细弱,
固涩方-固崩止带,600850029,易黄汤,《傅青主女科》,炒山药，麸炒芡实，盐黄柏，酒车前子，白果仁,固肾止带，清热祛湿,肾虚湿热带下。带下黏稠量多，色黄如浓茶汁，其气腥臭；舌红，苔黄腻,
固涩方-固崩止带,600850036,固经汤,《嵩崖尊生全书》,黄柏，白芍，黄芩片，龟胶珠，阿胶，椿皮，香附，地榆，黄芪,清热凉血，活血化瘀，益气固本，养血止血,妇人阴虚内热，经水过多不止，或先期，或后期,
固涩方-固崩止带,600850043,固经丸,《丹溪心法》,炒黄芩，炒白芍，醋龟甲，椿皮，黄柏，香附,滋阴清热，固经止血,阴虚血热之崩漏。手足心热，腰膝酸软；舌红，脉弦数,
固涩方-固崩止带,600850050,固本止崩汤,《傅青主女科》,熟地黄，土炒白术，黄芪，当归，炮姜，人参,固本止崩,妇人虚火血崩，两目黑暗，昏晕在地，不省人事,
安神方-重镇安神,600910013,桂枝甘草龙骨牡蛎汤,《伤寒论》,桂枝，炙甘草，龙骨，牡蛎,温补心阳，潜镇安神,心阳虚烦躁证。症见心悸，烦躁不宁，怵惕不寐，多汗；舌淡，苔薄，脉虚浮,"与""桂枝龙骨牡蛎汤""(《金镜内台方议》)、“桂甘龙骨牡蛎汤""(《医学入门》)为异名同方"
安神方-重镇安神,600910020,定吐丸,《幼幼新书》,丁香，全蝎，姜半夏，大枣,定惊止呕,惊恐呕吐，睡卧惊惕，呕吐清涎，神气怯弱，或心胸发热,
安神方-重镇安神,600910037,朱砂安神丸,《内外伤辨惑论》,朱砂粉，黄连片，炙甘草，地黄，当归,镇心安神，清热养血,心火亢盛，阴血不足证。失眠多梦，惊悸，心烦神乱，或心中懊恼；舌尖红，脉细数,"与“安神丸”(《兰室秘藏》)、“黄连安神丸""(《保婴撮要》)为异名同方"
安神方-重镇安神,600910044,镇惊丸,《医宗金鉴》,茯神，麦冬，朱砂粉，远志，石，莒，蒲，炒酸枣仁，牛黄，黄连片，珍珠，胆南星，钩藤，天竺黄，水牛角，甘草,平肝熄风，镇静安神,小儿心、肝热盛，因受惊吓，神气溃乱而致痫证,
安神方-滋养安神,600920012,天王补心丹,《校注妇人良方》,朱砂粉，人参，茯苓，玄参，丹参，桔梗，远志，当归，炒酸枣仁，五味子，麦冬，天冬，柏子仁，地黄,滋阴清热，养血安神,阴虚血热，神志不安证。心肾不足，阴亏血少，失眠，心悸，梦遗，健忘；舌红少苔，脉细数,
安神方-滋养安神,600920029,酸枣仁汤,《金匮要略》,炒酸枣仁，甘草，知母，茯苓，川芎,养血安神，清热除烦,肝血不足，虚热内扰证。虚劳虚烦不得眠，心悸盗汗，头目眩晕，咽干口燥；舌红，脉弦或细数,又名：酸枣汤
安神方-滋养安神,600920036,黄连阿胶汤,《伤寒论》,黄连片，阿胶，鸡子，黄，白芍，黄芩片,滋阴清火,心肾虚热心烦证。症见心烦不眠，口干咽燥，手足心热，小便黄赤；舌红少津，脉细数,
安神方-滋养安神,600920043,安神定志丸,《医学心悟》,茯苓，茯神，远志，人参，石，莒，蒲，龙齿,镇惊定志，养心安神,因惊恐而失眠，夜寐不宁，梦中惊跳怵惕,
安神方-滋养安神,600920050,养心汤,《仁斋直指方论》,炙黄芪，茯苓，茯神，当归，川芎，炙甘草，半夏曲，柏子仁，制远志，炒酸枣仁，五味子，人参，肉桂，生姜，大枣,益气养血，宁心安神,心血虚证之失眠。症见心神不安，怔忡惊悸,
安神方-滋养安神,600920067,柏子养心丸,《医部全录》引《体仁汇编》,柏子仁，枸杞子，麦冬，当归，石，莒，蒲，茯神，玄参，熟地黄，甘草,养心安神，滋阴补肾,阴血亏虚，心肾失调之证。精神恍惚，惊悸，夜寐多梦，健忘盗汗；舌红少苔，脉细数,
安神方-滋养安神,600920074,甘麦大枣汤,《金匮要略》,甘草，小麦，大枣,养心安神，和中缓急,脏躁。妇人脏阴不足，致患脏燥，精神恍惚，悲伤欲哭，不能自主，呵欠频作，甚则言行失常；舌淡红苔少，脉细数,"又名：甘草小麦大枣汤。与""大枣汤”(《普济本事方》)、""枣麦甘草汤”(《罗氏会约医镜》)为异名同方"
安神方-滋养安神,600920081,交泰丸,《韩氏医通》,黄连片，肉桂,交通心肾，清火安神,心火偏亢，心肾不交之失眠。怔忡，失眠,
安神方-滋养安神,600920098,远志丸,《普济本事方》引《太平圣惠方》,远志，人参，茯苓，柏子仁，车前子，决明子，细辛，茺蔚子,固摄精气，交通心肾，宁神定志,因事有所大惊，夜多异梦，神魂不安，惊悸恐怯,
安神方-滋养安神,600920104,定志丸,《外台秘要》引道士陈明方,远志，石，莒，蒲，人参，茯苓,补心养神，开窍明目,心脾气弱之能近怯远症。伴恍惚惊悸，健忘失眠，胆怯不宁，忧愁悲伤；舌淡脉细弱,与“开心丸”(《医心方》)为异名同方
安神方-滋养安神,60092011l,茯神散,《医宗金鉴》,茯神，人参，黄芪，赤芍，牛膝，琥珀，龙齿，地黄，肉桂，当归,健脾养血，宁心安神,产后血虚，心气弱，惊悸，恍惚不安宁,
安神方-滋养安神,600920128,益脾镇惊散,《医宗金鉴》,人参，土炒白术，茯苓，朱砂粉，钩藤，甘草,镇心，抑肝，益脾,小儿气弱受惊，致成泄泻，昼则惊惕，夜卧不安，粪稠若胶，色青如苔者,
安神方-滋养安神,600920135,二神交济丹,《医学入门》,茯神，薏苡仁，酸枣仁，枸杞子，白术，六神曲，柏子仁，芡实，地黄，麦冬，当归，人参，陈皮，白芍，茯苓，砂仁,补心安神，健脾益肾,虚劳，心脾肾三经虚者,
安神方-滋养安神,600920142,拱辰丹,《是斋百一选方》引孙琳方,鹿茸片，山萸肉，当归，麝香,补气养血安神,方壮年而真气犹怯，乃禀气素弱，非虚衰而然,
安神方-滋养安神,600920159,交感丹,《洪氏集验方》引铁瓮先生方,茯神，香附,理气、养心安神,情志不遂，不思饮食，面黄形赢，胸膈痞闷,
