id,name,description,alias
423,养血祛邪,运用具有补养阴血、祛除病邪等作用的方药或相关疗法，以治疗血虚邪恋等所致病证的治法。,
424,养血祛风,运用具有补养阴血、祛除风邪等作用的方药或相关疗法，以治疗血虚风袭等所致病证的治法。,
425,养血止痒,运用具有补养阴血、祛风止痒等作用的方药或相关疗法，以治疗血虚风燥等所致病证的治法。,
426,养血止痛,运用具有补养阴血、缓急止痛等作用的方药或相关疗法，以治疗血虚等所致痛证的治法。,
427,养血祛痰,补血药与祛痰药并用，以治疗血虚挟痰所致病证的治法。,
428,养血清热,补血药与清热药并用，以治疗血虚内热所致病证的治法。,
429,养血清肝,运用具有补养阴血、清除肝热等作用的方药或相关疗法，以治疗血虚肝旺、血虚肝热等所致病证的治法。,
430,养血宣痹,运用具有补养阴血、宣通痹阻等作用的方药或相关疗法，以治疗血虚痹阻、干血内结等所致病证的治法。,
431,滋阴,泛指运用味甘滋润，具有补益、滋养阴津等作用的方药或相关疗法，以治疗阴虚、津亏等所致病证的一类治法。,
432,滋阴生津,运用具有滋阴补液、化生阴津等作用的方药或相关疗法，以治疗津液亏损、阴虚津亏等所致病证的治法。,
433,滋阴止渴,运用具有滋养阴液、生津止渴等作用的方药或相关疗法，以治疗阴虚津亏等所致口渴病证的治法。,
434,滋阴补血,运用具有滋养阴津、补血养血等作用的方药或相关疗法，以治疗阴血亏虚等所致病证的治法。,
435,滋补心阴,运用具有滋养阴液、补益心阴等作用的方药或相关疗法，以治疗心阴虚所致病证的治法。,
436,滋阴通脉,运用具有滋阴增液、生脉通脉等作用的方药或相关疗法，以治疗心阴亏损、阴液亏脱等所致病证的治法。,
437,滋补肝阴,运用具有滋养阴液、补益肝阴等作用的方药或相关疗法，以治疗肝阴虚所致病证的治法。,
438,滋阴疏肝,运用具有滋补肝阴、疏肝理气等作用的方药或相关疗法，以治疗肝郁阴虚等所致病证的治法。,
439,滋阴柔肝,运用滋补肝阴为主，佐以柔肝、和肝或潜阳等作用的方药或相关疗法，以治疗肝失柔润、阴虚阳亢等所致病证的治法。,
440,滋补肝肾,运用具有滋养或填补肝肾精血等作用的方药或相关疗法，以治疗肝肾阴虚或水不涵木所致病证的治法。,"滋肾养肝, 滋水涵木, 滋养肝肾"
441,滋阴平肝,运用具有滋补肝阴、平肝潜阳等作用的方药或相关疗法，以治疗阴虚阳亢、肝阳上亢等所致病证的治法。,
442,滋阴潜阳,运用具有滋养阴液、重镇潜阳等作用的方药或相关疗法，以治疗阴虚阳亢、阴虚阳浮等所致病证的治法。,
443,滋补脾阴,运用具有滋养阴液、补益脾阴等作用的方药或相关疗法，以治疗脾阴虚等所致病证的治法。,
444,养胃生津,运用具有清润养胃、生津润燥等作用的方药或相关疗法，以治疗胃燥津伤等所致病证的治法。,
445,滋阴益胃,运用具有清养胃阴、滋阴和胃等作用的方药或相关疗法，以治疗胃阴虚所致病证的治法。,
446,滋阴通便,运用具有滋阴增液、润肠通便等作用的方药或相关疗法，以治疗阴虚肠燥等所致病证的治法。,
447,滋补肺阴,运用具有滋养阴液、补养肺阴等作用的方药或相关疗法，以治疗肺阴虚等所致病证的治法。,
448,润肺生津,运用具有养阴、润肺、生津等作用的方药或相关疗法，以治疗阴虚肺燥等所致病证的治法。,
449,滋阴止咳,运用具有滋补肺阴、润肺止咳等作用的方药或相关疗法，以治疗阴虚肺燥等所致咳嗽病证的治法。,
450,滋阴清肺,运用具有滋补肺阴、清热润肺等作用的方药或相关疗法，以治疗肺燥郁热、肺热阴虚等所致病证的治法。,
451,滋肺清肠,运用具有滋补肺阴、润肠清燥等作用的方药或相关疗法，以治疗燥邪伤肺、阴虚肠燥、津伤肠燥等所致病证的治法。,
452,滋补肾阴,运用具有滋阴补肾或填补真阴等作用的方药或相关疗法，以治疗肾阴虚所致病证的治法。,
453,滋肾纳气,运用具有滋补肾阴、摄纳肾气等作用的方药或相关疗法，以治疗肾气不固、摄纳无权等所致病证的治法。,
454,大补真阴,运用血肉有情之品，具有填补真阴、培元补肾等作用的方药或相关疗法，以治疗真阴亏虚等所致病证的治法。,
455,滋阴清热,运用具有滋养阴液、清除内热等作用的方药或相关疗法，以治疗阴虚内热等所致病证的治法。,
456,滋阴止汗,运用具有滋阴增液、清热止汗等作用的方药或相关疗法，以治疗阴虚内热等所致盗汗病证的治法。,
457,滋阴解郁清热,运用具有滋阴增液、解郁清热等作用的方药或相关疗法，以治疗阴虚热郁等所致病证的治法。,
458,滋阴清热化湿,运用具有滋养阴液、清热化湿等作用的方药或相关疗法，以治疗阴虚湿热等所致病证的治法。,
459,滋阴清热化痰,运用具有滋养阴液、清热化痰等作用的方药或相关疗法，以治疗阴虚痰热等所致病证的治法。,
460,滋阴凉营,运用具有滋养阴液、清热凉营等作用的方药或相关疗法，以治疗热伤营阴等所致病证的治法。,
461,滋阴凉血,运用具有滋养阴液、清热凉血等作用的方药或相关疗法，以治疗血热伤阴、阴虚血热等所致病证的治法。,
462,滋阴降火,运用具有滋养阴液、清热降火等作用的方药或相关疗法，以治疗阴虚火旺等所致病证的治法。,
463,滋阴祛邪,运用具有滋阴扶正、祛邪外出等作用的方药或相关疗法，以治疗阴虚邪恋等所致病证的治法。,
464,滋阴行气,运用具有滋养阴液、理气行滞等作用的方药或相关疗法，以治疗阴虚气滞等所致病证的治法。,
465,滋阴止呕,运用具有滋养阴液、和胃止呕等作用的方药或相关疗法，以治疗阴虚胃失和降等所致呕吐病证的治法。,
466,滋阴化湿,运用具有滋养阴液、祛湿化湿等作用的方药或相关疗法，以治疗阴虚湿阻等所致病证的治法。,
467,滋阴祛痰,运用具有滋养阴液、祛除痰液等作用的方药或相关疗法，以治疗阴虚痰恋等所致病证的治法。,
468,滋阴利水,运用具有滋养阴液、化气利水等作用的方药或相关疗法，以治疗阴虚水停等所致病证的治法。,
469,滋阴解毒,运用具有滋养阴液、清解热毒等作用的方药或相关疗法，以治疗热毒伤阴等所致病证的治法。,
470,坚阴止痢,运用具有清热固阴、止痢等作用的方药或相关疗法，以治疗久痢阴虚液脱等所致病证的治法。,"育阴止痢, 养阴止痢"
471,滋阴止血,运用具有滋养阴液、止血等作用的方药或相关疗法，以治疗阴虚动血等所致病证的治法。,
472,滋阴通淋,运用具有滋养阴液、利水通淋等作用的方药或相关疗法，以治疗阴虚内热等所致淋病的治法。,
473,滋阴化瘀,运用具有滋养阴液、活血化瘀等作用的方药或相关疗法，以治疗阴虚血瘀等所致病证的治法。,
474,滋阴搜邪,运用具有滋阴扶正、搜除余邪等作用的方药或相关疗法，以治疗阴虚邪恋等所致病证的治法。,
475,补阳,泛指运用具有温补、振奋阳气等作用的方药或相关疗法，以治疗阳虚所致病证的一类治法。,
476,补阳益气,温阳药与补气药并用，以治疗阳气亏虚等所致病证的治法。,
477,温阳行气,温阳药与理气行滞药并用，以治疗阳虚气滞等所致病证的治法。,
478,温补心阳,运用具有振奋阳气、温通心阳等作用的方药或相关疗法，以治疗心阳虚等所致病证的治法。,
479,温补心肺,运用具有温通心阳、补益肺气等作用的方药或相关疗法，以治疗心肺阳虚等所致病证的治法。,
480,温补心肾,运用具有温振心肾阳气为主，或佐以化气行水等作用的方药或相关疗法，以治疗心肾阳虚、肾水凌心等所致病证的治法。,
481,温补肝阳,运用具有温振阳气、暖肝助阳等作用的方药或相关疗法，以治疗肝阳虚等所致病证的治法。,
482,温补脾胃,运用具有温振中阳、补益脾胃等作用的方药或相关疗法，以治疗脾胃阳虚等所致病证的治法。,
483,温补脾阳,运用具有温振中阳、醒脾运脾等作用的方药或相关疗法，以治疗脾阳虚等所致病证的治法。,
484,温补胃阳,运用具有温振中阳、暖胃散寒等作用的方药或相关疗法，以治疗胃阳虚等所致病证的治法。,
485,温中和胃,运用具有温振中阳、和胃消滞等作用的方药或相关疗法，以治疗胃阳虚气滞、食滞痰阻等所致病证的治法。,
486,温中涩肠,运用具有温中健脾、涩肠止泻等作用的方药或相关疗法，以治疗脾阳虚等所致泄泻病证的治法。,"温脾止泄, 温中止泻"
487,温中止血,运用具有温中健脾、摄血止血等作用的方药或相关疗法，以治疗脾阳虚、脾不统血等所致出血病证的治法。,
488,温补脾肾,运用具有益火生土、补益脾肾等作用的方药或相关疗法，以治疗脾肾阳虚等所致病证的治法。,
489,温补肺阳,运用具有温阳补肺等作用的方药或相关疗法，以治疗肺阳虚等所致病证的治法。,
490,温肺止咳,运用具有温补肺阳、肃肺止咳等作用的方药或相关疗法，以治疗阳虚肺寒等所致咳嗽病证的治法。,
491,温肺平喘,运用具有温补肺阳、肃肺平喘等作用的方药或相关疗法，以治疗阳虚肺寒等所致气喘病证的治法。,
492,温补肾阳,运用具有温补肾气、补肾壮阳等作用的方药或相关疗法，以治疗肾阳虚、肾气虚、命门火衰等所致病证的治法。,"温肾壮阳, 补肾壮阳, 温补肾气"
493,温补纳气,运用具有温补肾阳、摄纳固本等作用的方药或相关疗法，以治疗肾虚摄纳无权等所致病证的治法。,
494,温补下元,运用血肉有情之品，具有温补肾阳、温润填精等作用的方药或相关疗法，以治疗肾阳不足、下元虚衰等所致病证的治法。,
495,温补命火,运用具有温补肾阳、益火归元等作用的方药或相关疗法，以治疗命门火衰等所致病证的治法。,
496,温阳固摄,运用具有温振阳气、收敛固涩等作用的方药或相关疗法，以治疗阳气不足、失于固摄等所致病证的治法。,
497,温阳止汗,运用具有温阳敛汗等作用的方药或相关疗法，以治疗心阳虚、阳虚失摄等所致汗病的治法。,
498,温阳止血,运用具有温阳、固摄止血等作用的方药或相关疗法，以治疗阳虚失血等所致病证的治法。,
499,温阳止遗,运用具有温补肾阳、固精止遗等作用的方药或相关疗法，以治疗肾阳亏虚、肾气不固等所致遗精病证的治法。,
500,温阳止带,运用具有温补阳气、固摄止带等作用的方药或相关疗法，以治疗阳虚等所致带下病证的治法。,
501,温阳调经,运用具有温通阳气、调摄月经等作用的方药或相关疗法，以治疗阳虚所致月经不调等病证的治法。,
502,温阳固经,运用具有温阳调经、固摄止血等作用的方药或相关疗法，以治疗阳虚等所致崩漏、血证等病证的治法。,
503,温阳祛邪,运用具有温阳扶正、祛邪外出等作用的方药或相关疗法，以治疗阳虚恋邪等所致病证的治法。,
504,温阳宣痹,运用具有温运阳气、宣通痹阻等作用的方药或相关疗法，以治疗阳虚寒凝、经络痹阻等所致痹病的治法。,
505,温阳散结,运用具有温通阳气、散结消肿等作用的方药或相关疗法，以治疗阳虚寒凝、阳虚痰凝等所致病证的治法。,
506,温阳活血,运用具有温通阳气、活血化瘀等作用的方药或相关疗法，以治疗寒凝血瘀、血寒、阳虚血瘀等所致病证的治法。,
507,温阳止痛,运用具有温通阳气、缓急止痛等作用的方药或相关疗法，以治疗阳虚寒凝等所致痛证的治法。,
508,温阳止渴,运用具有温振阳气、蒸腾津液、止渴等作用的方药或相关疗法，以治疗阳虚津液不升等所致口渴病证的治法。,
509,温阳化斑,运用具有温阳、解毒化斑等作用的方药或相关疗法，以治疗阳虚寒凝等所致斑疹病证的治法。,
510,温阳止泻,运用具有温补阳气、止泻等作用的方药或相关疗法，以治疗脾肾阳虚、传导失司等所致泄泻病证的治法。,
511,补肾止泻,运用具有温补肾阳、止泻等作用的方药或相关疗法，以治疗肾阳虚等所致泄泻病证的治法。,
512,温阳止痢,运用具有温补脾肾阳气、止痢等作用的方药或相关疗法，以治疗脾肾阳虚等所致痢疾病证的治法。,
513,温阳祛痰,运用具有温补阳气、祛除痰液等作用的方药或相关疗法，以治疗阳虚痰凝等所致病证的治法。,
514,温阳祛湿,运用具有温补阳气、祛除水湿等作用的方药或相关疗法，以治疗阳虚湿困等所致病证的治法。,
515,温阳消肿,运用具有温通阳气、消散水气等作用的方药或相关疗法，以治疗阳虚水停等所致病证的治法。,
516,温阳利水,运用具有温补阳气、利水消肿等作用的方药或相关疗法，以治疗阳虚水泛等所致病证的治法。,"温阳化水, 温阳行水"
517,补益气血,运用具有补气、养血等作用的方药或相关疗法，以治疗气血两虚所致病证的治法。,
518,调补气血,运用具有补益和调理气血等作用的方药或相关疗法，以治疗气血两虚且失调、不和等所致病证的治法。,
519,温补气血,运用具有补益气血，兼具温通等作用的方药或相关疗法，以治疗气血两虚而寒滞或偏阳虚等所致病证的治法。,
520,补气摄血,运用具有健脾益气、统摄血行等作用的方药或相关疗法，以治疗脾不统血、气不摄血所致病证的治法。,
521,补气生血,运用补气益脾为主，佐以具有生血、补血等作用的方药或相关疗法，以治疗由气虚所致气血两虚病证的治法。,
522,补脾养血,运用具有补气益脾、和营生血等作用的方药或相关疗法，以治疗脾虚血亏、脾虚血燥等所致病证的治法。,
523,补气活血,运用具有补气和血、活血行瘀等作用的方药或相关疗法，以治疗气虚血瘀等所致病证的治法。,"益气活血, 益气祛瘀, 益气行瘀"
524,益气养营,运用具有补气养营等作用的方药或相关疗法，以治疗营气亏虚、肌腠失养，或脾虚营亏等所致病证的治法。,
525,补益肝脾,运用具有补益气血、调养肝脾等作用的方药或相关疗法，以治疗肝脾气血两虚所致病证的治法。,
526,补益心脾,运用具有益气养血、调养心脾等作用的方药或相关疗法，以治疗心脾气血两虚所致病证的治法。,
527,补益心肝,运用具有补益气血、调养心肝等作用的方药或相关疗法，以治疗心肝气血两虚所致病证的治法。,
528,补益气阴,运用具有益气、滋阴等作用的方药或相关疗法，以治疗气阴两虚所致病证的治法。,"滋补气阴, 益气养阴, 益气滋阴, 养阴益气, 滋阴益气"
529,补气生津,运用具有补气、化生津液等作用的方药或相关疗法，以治疗津气亏虚等所致病证的治法。,
530,滋补心肺,运用具有补益气阴、滋养心肺等作用的方药或相关疗法，以治疗心肺气阴两虚等所致病证的治法。,
531,滋补心肾,运用具有补益气阴、滋养心肾等作用的方药或相关疗法，以治疗心肾气阴两虚等所致病证的治法。,
532,滋补肺肾,运用具有补益气阴、滋养肺肾等作用的方药或相关疗法，以治疗肺肾气阴两虚等所致病证的治法。,
533,滋补肺胃,运用具有补益气阴、滋养肺胃等作用的方药或相关疗法，以治疗肺胃气阴两虚等所致病证的治法。,
534,滋补肝胃,运用具有补益气阴、滋养肝胃等作用的方药或相关疗法，以治疗肝胃两虚等所致病证的治法。,
535,滋补脾胃,运用具有补益气阴、滋养脾胃等作用的方药或相关疗法，以治疗脾胃气阴两虚等所致病证的治法。,
536,滋阴补阳,运用具有滋养阴液、补益阳气等作用的方药或相关疗法，以治疗阴阳两虚所致病证的治法。,
537,温阳滋阴,运用温补阳气为主，佐以具有滋补精血作用的方药或相关疗法，以治疗阳损及阴、元气亏虚等所致病证的治法。,
538,滋阴温阳,运用滋补精血为主，佐以具有温补阳气作用的方药或相关疗法，以治疗阴损及阳、精血亏损等所致病证的治法。,
539,固阴回阳,运用具有大补阴阳、收敛固脱等作用的方药或相关疗法，以治疗阴竭阳脱等所致病证的治法。,
540,生气于精,运用具有补益阴精、化生阳气等作用的方药或相关疗法，以治疗阴精亏虚而阳气不足等所致病证的治法。,
541,补益心肾,运用具有补益心肾阴阳等作用的方药或相关疗法，以治疗心肾阴阳两虚、心肾气阴两虚、心肾气虚等所致病证的治法。,
542,补肾调经,运用具有补益肾精，或滋肾阴、温肾阳等作用的方药或相关疗法以调理月经，治疗因肾虚或冲任虚寒、冲任不固等所致月经病证的治法。,
543,补益精髓,运用血肉有情之品以补精填髓，治疗肾虚髓亏、精气亏虚所致病证的治法。,"补精益髓, 补肾益髓, 补精填髓, 补肾填髓"
544,补益精血,运用具有大补精血等作用的方药或相关疗法，以治疗肝肾精血亏虚等所致病证的治法。,
545,补肾益精,运用具有补益肾精等作用的方药或相关疗法，以治疗肾精亏虚等所致病证的治法。,
546,温补肾精,运用具有温补肾阳、填精益髓等作用的方药或相关疗法，以治疗肾阳虚精亏等所致病证的治法。,
547,滋补肾精,运用具有滋养肾阴、填精益髓等作用的方药或相关疗法，以治疗肾阴虚精亏等所致病证的治法。,
548,温里法,泛指运用具有温振阳气、助阳散寒、温通脏腑经络等作用的方药或相关疗法，以治疗寒邪偏盛或阳虚内寒等所致病证的一类治法。,
549,回阳,运用具有温复阳气等作用的方药或相关疗法，促使衰微的阳气复苏，以治疗亡阳所致病证的治法。,
550,温经回阳,运用具有温补经脉、促使阳气复苏等作用的方药或相关疗法，以治疗阳气欲脱等所致病证的治法。,
551,回阳通脉,运用具有温振阳气、通经复脉等作用的方药或相关疗法，以治疗阳气欲脱、亡阳所致病证的治法。,
552,回阳救逆,运用具有温复阳气、救治厥逆等作用的方药或相关疗法，以治疗亡阳等所致病证的治法。,
553,回阳固脱,运用具有温复阳气、固摄救脱等作用的方药或相关疗法，以治疗亡阳所致病证的治法。,
554,温阳散寒,运用具有温补阳气、祛散寒邪等作用的方药或相关疗法，以治疗寒凝经脉、阳虚寒凝等所致病证的治法。,
555,散寒消肿,运用具有温散寒邪、行气消肿等作用的方药或相关疗法，以治疗寒邪凝滞、寒湿外侵、寒湿内聚等所致病证的治法。,
556,通阳理气,运用具有温通阳气、理气行滞等作用的方药或相关疗法，以治疗寒凝气滞、寒滞肠胃等所致病证的治法。,
557,散寒止泻,运用具有温阳散寒、理气止泻等作用的方药或相关疗效，以治疗寒滞肠胃、寒湿困脾等所致泄泻病证的治法。,
558,温通小肠,运用具有通阳理气、散寒温肠等作用的方药或相关疗法，以治疗寒滞肠道等所致病证的治法。,
559,温肺散寒,运用具有温阳补肺、祛散寒邪等作用的方药或相关疗法，以治疗肺阳亏虚等所致病证的治法。,
560,散寒平喘,运用具有温肺散寒、平喘化饮等作用的方药或相关疗法，以治疗寒饮停肺等所致病证的治法。,
561,温中散寒,运用具有温补脾胃、散寒和中等作用的方药或相关疗法，以治疗脾胃阳虚、中焦虚寒等所致病证的治法。,
562,温胃散寒,运用具有温中散寒、和胃止痛等作用的方药或相关疗法，以治疗寒邪犯胃等所致病证的治法。,
563,温胃降逆,运用具有温中散寒、和胃降逆等作用的方药或相关疗法，以治疗胃寒气逆等所致病证的治法。,
564,散寒止呕,运用具有温中散寒、降逆止呕等作用的方药或相关疗法，以治疗胃寒气逆、寒邪犯胃等所致病证的治法。,
565,温经散寒,运用具有温阳散寒、通脉蠲邪等作用的方药或相关疗法，以治疗寒滞经脉、寒凝经络等所致病证的治法。,
566,温通经脉,运用具有温经散寒、行气活血等作用的方药或相关疗法，以治疗寒伤血脉、寒滞经脉、寒凝经络等所致病证的治法。,
567,温经通阳,运用具有温经散寒、宣通阳气等作用的方药或相关疗法，以治疗寒滞经脉等所致病证的治法。,
568,温经止痛,运用具有温经散寒、缓急止痛等作用的方药或相关疗法，以治疗寒滞经脉等所致痛证的治法。,
569,温经活血,运用具有温阳散寒、活血通经等作用的方药或相关疗法，以治疗寒滞经络、寒凝经脉、寒凝血瘀等所致病证的治法。,
570,温经通络,运用具有温阳散寒、通络散瘀等作用的方药或相关疗法，以治疗阳虚寒凝、寒瘀阻络等所致病证的治法。,
571,暖肝散寒,运用具有温通肝经、行气散寒等作用的方药或相关疗法，以治疗寒滞肝脉、寒凝血虚等所致病证的治法。,
572,温肾散寒,运用具有温阳补肾、通经散寒等作用的方药或相关疗法，以治疗肾虚寒凝等所致病证的治法。,
573,散寒宣痹,运用具有温散寒邪、宣通痹阻等作用的方药或相关疗法，以治疗寒邪等所致痛痹病证的治法。,
574,散寒止痛,运用具有温散寒邪、缓急止痛等作用的方药或相关疗法，以治疗寒邪偏盛所致痛证的治法。,
575,暖宫散寒,运用温通冲任为主，佐以具有温化寒湿等作用的方药或相关疗法，以治疗胞宫寒凝、寒凝冲任、冲任虚寒等所致病证的治法。,
576,暖宫止痛,运用具有暖宫散寒、活血止痛等作用的方药或相关疗法，以治疗寒凝胞宫、寒凝冲任等所致痛证的治法。,
577,祛暑法,泛指运用具有解除暑邪等作用的方药或相关疗法，以治疗暑邪偏盛所致病证的一类治法。,
578,祛暑化湿,解暑药与祛湿药并用，以治疗暑湿所致病证的治法。,
579,祛暑解表,运用具有祛暑化湿、透邪达表等作用的方药或相关疗法，以治疗暑湿袭表、暑湿在卫、暑湿交阻等所致病证的治法。,"解表清暑, 透表清暑"
580,清暑辟秽,运用具有祛暑化湿、芳香辟秽等作用的方药或相关疗法，以治疗暑湿内伏等所致暑秽病证的治法。,
581,清化暑湿,运用具有祛暑化湿、醒脾化滞等作用的方药或相关疗法，治疗暑湿困脾、暑湿犯胃等所致病证的治法。,
582,涤暑利湿,运用具有清泄暑湿、宣通三焦等作用的方药或相关疗法，以治疗暑湿热蕴、暑湿弥漫三焦等所致病证的治法。,
583,清暑解毒,运用具有祛暑化湿、清解热毒等作用的方药或相关疗法，以治疗暑湿蕴毒等所致病证的治法。,
584,祛暑清热,运用具有祛除暑邪、清解热毒等作用的方药或相关疗法，以治疗暑热或暑温所致病证的治法。,"涤暑清热, 清热祛暑, 清热解暑"
585,清暑宣肺,运用具有清热祛暑、宣降肺气等作用的方药或相关疗法，以治疗暑伤肺络所致病证的治法。,
586,清心涤暑,运用具有清心开窍、涤除暑邪等作用的方药或相关疗法，以治疗暑入心营、暑热闭神等所致病证的治法。,
587,清暑益气,运用具有清热解暑、益气生津等作用的方药或相关疗法，以治疗暑伤津气等所致病证的治法。,
588,治风法,泛指运用具有疏散外风或平息内风等作用的方药或相关疗法，以治疗内风、外风所致病证的一类治法。,
589,疏散风邪,运用具有疏风散邪等作用的方药或相关疗法，以治疗风邪偏盛所致病证的治法。,
590,祛风解肌,运用具有疏散风邪、达邪透表等作用的方药或相关疗法，以治疗风邪外袭等所致病证的治法。,
591,疏风清热解表,运用具有祛风清热、解肌发表等作用的方药或相关疗法，以治疗风热外袭、风热犯表等所致病证的治法。,
592,疏风清热祛湿,运用具有疏风清热、祛湿解表等作用的方药或相关疗法，以治疗风热夹湿所致病证的治法。,
593,疏风清热润燥,运用具有疏风清热、养血润燥等作用的方药或相关疗法，以治疗风热化燥所致病证的治法。,
594,疏风清肺,运用具有疏散风邪、清热宣肺等作用的方药或相关疗法，以治疗肺经风热等所致病证的治法。,
595,祛风生发,运用具有疏散风邪、促生头发等作用的方药或相关疗法，以治疗风邪外袭所致脱发病证的治法。,
596,疏风消肿,运用具有疏散风邪、利水消肿等作用的方药或相关疗法，以治疗风水相搏、风毒在表等所致病证的治法。,
597,祛风通络,运用具有疏散风邪、宣通络脉等作用的方药或相关疗法，以治疗风邪中络、风毒入络等所致病证的治法。,"搜风通络, 疏风通络"
598,祛风宣痹,运用具有疏散风邪、宣通痹阻等作用的方药或相关疗法，以治疗风胜行痹等所致病证的治法。,
599,祛风止痛,运用具有疏散风邪、宣痹止痛等作用的方药或相关疗法，以治疗风邪外袭所致痛证的治法。,
600,疏风解毒,运用具有疏散风邪、发表解毒等作用的方药或相关疗法，以治疗风毒在表等所致病证的治法。,"疏散风毒, 驱风解毒"
601,疏风止痒,运用具有疏散风邪、止痒，或佐以解毒等作用的方药或相关疗法，以治疗风邪外袭、风邪中经及风毒蕴肤等所致病证的治法。,
602,疏风清热解毒,运用具有疏风散邪、清热解毒等作用的方药或相关疗法，以治疗风火热毒炽盛等所致病证的治法。,
603,疏风祛湿解毒,运用具有疏风胜湿、发表解毒等作用的方药或相关疗法，以治疗风湿挟毒等所致病证的治法。,
604,清热熄风,运用具有清热泻火、止痉熄风等作用的方药或相关疗法，以治疗热盛动风等所致病证的治法。,
605,清肝熄风,运用具有清肝泻火、平息风阳等作用的方药或相关疗法，以治疗肝热动风、肝阳化风等所致病证的治法。,
606,凉血熄风,运用具有清热凉血、止痉熄风等作用的方药或相关疗法，以治疗血热动风等所致病证的治法。,
607,清暑熄风,运用具有清泄暑热、熄风定痉等作用的方药或相关疗法，以治疗暑热动风等所致病证的治法。,
608,清热化痰熄风,运用具有清热化痰、熄风止痉等作用的方药或相关疗法，以治疗痰热动风等所致病证的治法。,
609,解毒熄风,运用具有清热解毒、止痉熄风等作用的方药或相关疗法，以治疗风毒犯表、风毒入里等所致病证的治法。,
610,豁痰熄风,运用具有祛痰开窍、止痉熄风等作用的方药或相关疗法，以治疗风痰闭窍等所致病证的治法。,"涤痰熄风, 化痰熄风"
611,平肝熄风,运用具有重镇潜阳、平肝熄风等作用的方药或相关疗法，以治疗肝阳化风、肝阳暴亢等所致病证的治法。,
612,平肝潜阳,运用具有重镇平肝、潜阳等作用的方药或相关疗法，以治疗肝阳上亢、肝阳暴亢等所致病证的治法。,
613,潜阳熄风,运用具有平肝潜阳、熄风等作用的方药或相关疗法，以治疗肝阳化风等所致病证的治法。,
614,熄风解痉,运用具有平肝熄风、止痉等作用的方药或相关疗法，以治疗肝风内动所致抽搐、痉挛等病证的治法。,"镇痉熄风, 熄风定痉"
615,祛风解痉,运用具有祛散风邪、通络止痉等作用的方药或相关疗法，以治疗风中经络、风毒入络等所致病证的治法。,"祛风止痉, 祛风镇痉"
616,熄风定痫,运用具有熄风止痉、祛痰定痫等作用的方药或相关疗法，以治疗风痰等所致痫病的治法。,
617,滋阴熄风,运用具有滋养阴液、止痉熄风等作用的方药或相关疗法，以治疗阴虚动风等所致病证的治法。,
618,养血熄风,运用具有补养肝血、止痉熄风等作用的方药或相关疗法，以治疗血虚动风等所致病证的治法。,
619,柔肝熄风,运用滋阴柔肝为主，佐以具有熄风潜阳等作用的方药或相关疗法，治疗肝阴虚动风、风阳内动等所致病证的治法。,
620,益气补血熄风,运用具有益气补血、熄风止痉等作用的方药或相关疗法，以治疗气血两虚动风等所致病证的治法。,
621,温阳补气熄风,运用具有补脾温阳、柔筋止痉等作用的方药或相关疗法，以治疗脾虚动风、阳虚动风等所致病证的治法。,
622,祛痰法,泛指运用具有内消化痰或祛痰外出等作用的方药或相关疗法，以消除滞留于脏腑、经络、皮膜及肢节中的痰饮、痰核等所致病证的一类治法。,
623,宣肺化痰,运用具有宣肺理气、消散化痰等作用的方药或相关疗法，以治疗痰湿阻肺、痰饮阻肺等所致病证的治法。,
624,化痰宣肺,运用具有祛痰化浊、宣肺降气等作用的方药或相关疗法，以治疗痰饮、痰湿、痰浊等阻肺或壅肺所致病证的治法。,
625,化痰止咳,运用具有祛除痰浊、宣肺止咳等作用的方药或相关疗法，以治疗痰饮、痰湿、痰浊等所致咳嗽病证的治法。,
626,化痰平喘,运用具有祛除痰浊、宣肺平喘等作用的方药或相关疗法，以治疗痰浊阻肺等所致气喘病证的治法。,
627,豁痰宣肺,运用具有豁痰散结、宣肺下气等作用的方药或相关疗法，以治疗痰涎壅盛、痰浊壅肺、痰浊闭肺、痰饮留膈等所致病证的治法。,
628,理气化痰,理气行滞药与祛痰药并用，以治疗气滞痰凝、痰气交阻等所致病证的治法。,"行气化痰, 行气祛痰"
629,解郁化痰,理气解郁药与祛痰药并用，以治疗痰气互结、痰气郁结等所致病证的治法。,
630,降气化痰,降气药与祛痰药并用，以治疗痰阻气逆、胃滞气逆、肺气上逆等所致病证的治法。,"化痰降气, 降逆化痰, 祛痰降气"
631,祛痰理气宽膈,祛痰药与理气行滞药并用，以治疗痰气阻膈等所致病证的治法。,
632,祛痰理气解毒,祛痰行气药与解毒药并用，以治疗痰毒凝聚所致病证的治法。,
633,化痰消食,祛痰药与消食导滞药并用，以治疗痰食互结等所致病证的治法。,
634,祛风化痰,疏风药与祛痰药并用，以治疗风痰偏盛、痰火动风等所致病证的治法。,
635,清热化痰,清热药与祛痰药并用，以治疗痰热搏结所致病证的治法。,
636,清热行气化痰,运用具有清热、行气、化痰等作用的方药或相关疗法，以治疗痰热气滞所致病证的治法。,
637,清热化痰宽胸,运用具有清热化痰、宽胸利膈等作用的方药或相关疗法，以治疗痰热结胸等病证的治法。,
638,清热滋阴化痰,运用具有清除热邪、滋阴化痰等作用的方药或相关疗法，以治疗痰热伤阴所致病证的治法。,
639,清热祛痰化瘀,运用具有清热、祛痰、化瘀等作用的方药或相关疗法，以治疗痰瘀化热、痰热瘀阻等所致病证的治法。,
